Speaker,Block,Position,Word,POA,V,Rep,V1,C,V2,v1F2_1,v1F2_2,v1F2_3,v1F2_4,v1F2_5,v1F3_1,v1F3_2,v1F3_3,v1F3_4,v1F3_5,v2F2_1,v2F2_2,v2F2_3,v2F2_4,v2F2_5,v2F3_1,v2F3_2,v2F3_3,v2F3_4,v2F3_5
F07,1,VC,jalaashayaalloo,palatal,a,rep2,a,sh,e,1516.7,1581.6,1717.4,1772.5,1809.5,2772.7,2673,2759,3004,2938.3,1883.5,1840.6,1859.4,1851.2,1818.7,2898,2864.5,2842.3,2841.3,2814.2
F07,1,VC,jiirNakoosham,palatal,o,rep1,o,sh,a,1118.9,1259.3,1356.5,1507.9,1681.6,2752.7,2702,2721.7,2749.7,2819.8,1756.5,1718,1672.5,1627.4,1576.2,2697.1,2670.3,2635.9,2641.3,2642.6
F07,1,VC,jiirNakoosham,palatal,o,rep2,o,sh,a,1143.7,1275.5,1387.9,1533.9,1800.4,2726.3,2703,2743,2805.4,3040.3,1729,1672.1,1625.7,1581.9,1514.8,2680.8,2638,2621.7,2629.7,2631.7
F07,1,VC,jiivaraashula,palatal,a,rep1,a,sh,u,1509.9,1508.8,1559.4,1697.9,1786.2,2762.6,2726.5,2727.2,2708.6,2847.9,1728.4,1706.4,1697,1697.1,1697.5,2774.6,2687.8,2640.4,2622.8,2633.5
F07,1,VC,jiivaraashula,palatal,a,rep2,a,sh,u,1505.4,1505,1564.4,1700.9,1682.9,2703.1,2684.8,2673.1,2670.8,2512.4,1601.5,1514.9,1466.8,1428.1,1402.1,2351.8,2363.9,2453.7,2432.8,2423.6
F07,1,VC,jinyaasa,alveolar,a,rep1,a,s,a,1559.8,1602.1,1592.1,1592.2,1596.5,2829.9,2847.1,2891.6,2884.8,2947.5,1568.1,1531.9,1486,1468.2,1408.5,2846.6,2775.7,2753.9,2773.2,2777.6
F07,1,VC,jinyaasa,alveolar,a,rep2,a,s,a,1492.9,1510.6,1563.6,1538.5,1517.9,2850.1,2889,2920.3,2909.4,2879.8,1497.3,1464.6,1436.7,1412.5,1408.5,2903.3,2854.1,2833.4,2833.4,2868.2
F07,1,VC,kaaSaayam,retroflex,a,rep1,a,S,a,1384.3,1489.8,1655.4,1896,2025.7,2600.3,2597,2730.6,2936.4,3021.5,1801.3,1748.7,1674.3,1628.1,1589.8,2704.7,2649,2663.2,2671,2671.6
F07,1,VC,kaaSaayam,retroflex,a,rep2,a,S,a,1381.3,1427.4,1510.6,1619.1,1698.2,2533.7,2510.6,2446.2,2334.4,2507.9,1757.1,1690.6,1621.9,1581.8,1559.1,2464.8,2505.2,2543.9,2569.3,2568.7
F07,1,VC,kaaseepu,alveolar,a,rep1,a,s,e,1386.3,1466.5,1577.4,1626.6,1693.8,2744.6,2282.8,2925.7,2959.1,3124,2019.3,2083,2105.4,2139.8,2157.7,2815.6,2835.6,2863.1,2842.6,2799.3
F07,1,VC,kaaseepu,alveolar,a,rep2,a,s,e,1451.8,1537,1610.5,1645.7,1720.1,2865.8,2906.1,3020,3073.9,3165.9,1963.9,1999,2020.3,2045.3,2043.2,2798.4,2791.3,2805.3,2810.7,2790.4
F07,1,VC,kalaashaalaloonuu,palatal,a,rep1,a,sh,a,1515.9,1592,1669.2,1756.7,1836.4,2704,2760,2781.2,2821.2,2957.2,1677.7,1671.2,1635.5,1593.9,1575,2812.6,2774.2,2763.2,2757.7,2705.4
F07,1,VC,kalaashaalaloonuu,palatal,a,rep2,a,sh,a,1625.9,1681.4,1746.8,1860.1,1950.2,2714.8,2747.1,2767.2,2826.7,2986.9,1702.1,1684.6,1626.2,1593.5,1573.4,2797.5,2761.7,2717.3,2740.5,2694
F07,1,VC,kannumuushaaDu,palatal,u,rep1,u,sh,a,941,1099.4,1205.4,1240.2,1457.3,2841.1,3071.3,3107,3098.7,3831.6,1646.6,1659.8,1654.7,1646.8,1650.8,2880.6,2874.2,2847.6,2811.2,2806.3
F07,1,VC,kannumuushaaDu,palatal,u,rep2,u,sh,a,918.1,1020.3,1116.2,1188.7,1252.1,2783.4,2846,2965.8,3190.7,3149,1621.4,1623.3,1638.9,1631.7,1618.2,2909.8,2871.7,2845,2821.3,2862.8
F07,1,VC,maaruveeSam,retroflex,e,rep1,e,S,a,2203.5,2187.7,2172.7,2171.7,2210,2692.1,2675.5,2724.7,2775,2796.6,1843.8,1791.4,1751.3,1716.9,1669.7,2785.3,2752.5,2698.9,2684.2,2708.8
F07,1,VC,maaruveeSam,retroflex,e,rep2,e,S,a,2130.6,2127.5,2123.7,2139.8,2149,2600.9,2630,2638.9,2754.6,2810.6,1768.6,1698.8,1680.4,1650.1,1604.1,2869.2,2776.1,2768.4,2710.9,2715.9
F07,1,VC,madraasu,alveolar,a,rep1,a,s,NA,1581,1579.9,1593.9,1603.3,1594.1,2810.2,2840.8,2863.3,2884.4,2933.7,0,0,0,0,0,0,0,0,0,0
F07,1,VC,madraasu,alveolar,a,rep2,a,s,NA,1500.6,1489.3,1498.1,1624.3,1629.1,2763,2254,2846.1,2873.5,2843.8,0,0,0,0,0,0,0,0,0,0
F07,1,VC,mahaamaniiSi,retroflex,i,rep1,i,S,i,2367,2402.4,2389.5,2367.7,2369.4,2933.5,2797.6,3346.9,3724.8,3662.2,2328.9,2268.7,2384.3,2314.6,2358.3,2612.5,2595.2,2504.2,2476.6,2473.3
F07,1,VC,mahaamaniiSi,retroflex,i,rep2,i,S,i,2387.6,2237.6,2329.3,2401.4,2490.3,2449.8,2431.6,2680.3,3258.4,3662.8,2380.4,2423.4,2357.6,2362.9,2409.2,2938.1,2480.5,2533,2526.6,2478.3
F07,1,VC,muuSika,retroflex,u,rep1,u,S,i,1134.5,1261.6,1512.5,1756.8,1913.6,2714.8,2771.9,2850.4,2780.8,2771.2,2102.4,2084.7,2074.7,2073.4,2057.2,2688.8,2630.4,2587.1,2560.2,2573.8
F07,1,VC,muuSika,retroflex,u,rep2,u,S,i,1033.6,1195,1372.5,1665.2,1797.7,2614.3,2558.9,2660.5,2854.6,2717.5,2238.9,2257.4,2272.2,2262.7,2252.5,2749.7,2713.9,2671.7,2596.1,2533.7
F07,1,VC,naamooSigaa,retroflex,o,rep1,o,S,i,1022.2,1083.9,1309.2,1484.7,1731.3,3082.5,2899,2985.6,3137.3,2966.9,2145.4,2138.1,2117.8,2111.6,2148,2894.2,2833.5,2760.3,2700.5,2646.9
F07,1,VC,naamooSigaa,retroflex,o,rep2,o,S,i,1006.6,1032.1,1164.9,1362.3,1591,2812.9,2720.6,2254,1699.8,3017.1,2173.7,2220.9,2272.3,2289,2281.4,2859,2761,2683.1,2592.7,2528.5
F07,1,VC,niivaasam,alveolar,a,rep1,a,s,a,1334.2,1372.1,1426.9,1470.3,1576.9,2823.1,2831.8,2847.8,2859.2,2910.1,1539.1,1550.4,1535.8,1515,1486.8,2970.9,2980.6,2971.1,2964.5,2981.7
F07,1,VC,niivaasam,alveolar,a,rep2,a,s,a,1371.9,1392.9,1416,1461.4,1552.9,2791.2,2808.8,2810.1,2797,2856.9,1506.4,1520.4,1542.5,1528,1507.7,2950.4,2977.5,2995.1,2989,2971.1
F07,1,VC,niraashaa,palatal,a,rep1,a,sh,a,1519.7,1537.5,1615.1,1686.2,1744.3,2688.1,2669.8,2705.5,2781.7,2844.2,1611.5,1539.1,1477.7,1416.8,1368.2,2744.2,2682.3,2704.9,2757.4,2705.7
F07,1,VC,niraashaa,palatal,a,rep2,a,sh,a,1553.4,1572.3,1614.8,1681.3,1736,2009.2,2249.7,2622.6,2883.1,2860.8,1638.5,1538.1,1468.7,1409.7,1362.1,2677.4,2582,2611.8,2645,2688.3
F07,1,VC,peedaraasi,alveolar,a,rep1,a,s,i,1440.4,1425.8,1446,1553.2,1747,2702.7,2847.6,2904.9,2888.9,2936.8,2359.2,2446.7,2493.9,2545.7,2513.1,2743.5,2676.4,2863.3,2858.9,2905.5
F07,1,VC,peedaraasi,alveolar,a,rep2,a,s,i,1514.2,1514.2,1523,1573.4,1687.3,2816.7,2850,2856.6,2779.5,2851.3,2217.6,2458.2,2461.5,2537.7,2545.6,2778.5,2929.8,2565,2926.5,2791.2
F07,1,VC,pooSincukoogala,retroflex,o,rep1,o,S,i,1055.5,1255.3,1361.5,1598.8,1895.8,2854.8,2843.7,3300.7,2925.4,3017.6,2049,2059.9,2042,1988.6,2000.5,2168.4,2348.9,2561,2777.4,2777.5
F07,1,VC,pooSincukoogala,retroflex,o,rep2,o,S,i,1016.4,1128.6,1304.8,1527,1749.5,2811.3,2672.6,2772.2,2910.7,2845.3,2183.2,2163.2,2137.2,1898.5,1794.7,3523.9,3110.6,3203.5,2626,2100.7
F07,1,VC,poosinaTlugaa,alveolar,o,rep1,o,s,i,970.2,1069,1219.2,1290.2,1557.3,2928.6,2892.1,2913.1,2904.7,2876,1923.6,1924.7,1925.7,1920.5,1888,2666.8,2707.8,2714.1,2700.5,2669.8
F07,1,VC,poosinaTlugaa,alveolar,o,rep2,o,s,i,962.7,1026.3,1131.2,1246.5,1429.2,2990.7,2928.9,2869.4,2930.6,3032.3,1972.9,1969.7,1967.5,1967.6,1975.3,2746.1,2728.1,2715.2,2708.3,2717.3
F07,1,VC,praasatoo,alveolar,a,rep1,a,s,a,1236.4,1218.4,1265.4,1387.9,1463.3,2692,2662.7,2674.3,2606.6,2819.7,1533.3,1553.1,1557.3,1556.9,1543.4,2905.1,2881.8,2877.9,2874.2,2871.8
F07,1,VC,praasatoo,alveolar,a,rep2,a,s,a,1347.1,1346.1,1349.2,1402.1,1472.6,2577.8,2642,2678.2,2676.7,2754.6,1559.4,1550.2,1537.2,1526.4,1522,2836,2830.8,2834.8,2827.1,2811.7
F07,1,VC,prakaaS,retroflex,a,rep1,a,S,NA,1361.1,1375.3,1469.7,1596.3,1722.7,2431.8,2392.6,2435,2531.2,2643.1,0,0,0,0,0,0,0,0,0,0
F07,1,VC,prakaaS,retroflex,a,rep2,a,S,NA,1382.5,1403.6,1533.2,1700.7,1936.3,2265.7,2289.1,2377.3,2528.8,2522,0,0,0,0,0,0,0,0,0,0
F07,1,VC,prakaashincindi,palatal,a,rep1,a,sh,i,1668.3,1632.6,1382.6,1442.6,1535.5,2695.7,2729.8,2640.4,2577.7,2680.5,2040.8,2054.5,2033.4,2011.5,1985.3,2948.1,3011.7,3062.5,3139.7,3097.7
F07,1,VC,prakaashincindi,palatal,a,rep2,a,sh,i,1684.8,1727.4,1675.4,1372.6,1941.3,2650,2749.1,2750.4,2643.8,2521.7,2143.1,2161.4,2192.2,2236.2,2236.2,2994.1,3060.3,3082.2,3109.6,3154.5
F07,1,VC,raakaasi,alveolar,a,rep1,a,s,i,1424.2,1477.2,1565.4,1640.6,1722,2647.6,2686.4,2699.3,2825.7,2934.3,2244.6,2354.3,2437.5,2508.3,2482.5,2709.9,2606.7,2683.7,2740.2,2748.6
F07,1,VC,raakaasi,alveolar,a,rep2,a,s,i,1460.4,1521.7,1646.1,1714.4,1738,2597.5,2649.2,2746.2,2905.6,2956,2279.7,2432.1,2501.6,2526.8,2526.8,2611.5,2670.1,2593.1,2840.5,2754.1
F07,1,VC,raasaliila,alveolar,a,rep1,a,s,a,1311.3,1320,1368.4,1407.1,1562.2,2669.7,2724,2780.4,2894.2,3022.3,1731.9,1749,1790.7,1795.3,1819.2,2962.5,2970.1,2971.8,2929.4,2911.9
F07,1,VC,raasaliila,alveolar,a,rep2,a,s,a,1396.6,1329.7,1385.8,1483.5,1566.1,2889.3,2785.4,2798.8,2895.1,3108.9,1732.5,1728.6,1772.1,1809.5,1812.8,2969.8,2958.8,2973.8,2990.4,2968.3
F07,1,VC,raaseevaaDu,alveolar,a,rep1,a,s,e,1404.3,1406.6,1424.8,1481.4,1616.7,2236.1,2314.4,2324.4,2386.4,2887.2,2055.4,2125.9,2125.9,2208.7,2235.6,2817.7,2529.4,2828.7,2608.8,2469.1
F07,1,VC,raaseevaaDu,alveolar,a,rep2,a,s,e,1420.2,1406.6,1440.9,1536.7,1659.2,2414.5,2410.8,2453,2703.8,2971.5,2090.3,2099.9,2075.7,2043.3,2057.3,2788.2,2659.6,2783.8,2768.8,2773.1
F07,1,VC,revinyuushaakha,palatal,u,rep1,u,sh,a,1486,1405.2,1318.7,1042.1,1688.1,2506.2,2516.1,2517.7,2545.5,2692.5,1605,1608.6,1544.8,1482,1441.6,2882.5,2851.4,2738.5,2590,2567.6
F07,1,VC,revinyuushaakha,palatal,u,rep2,u,sh,a,1787.5,1943.3,1924.6,2103.4,2098.4,2398.3,2339.6,2494.3,2772.6,2732.8,1528.8,1579.2,1517.2,1450.9,1416.2,2757.2,2863.1,2663.4,2580.5,2504.5
F07,1,VC,tamaaSaa,retroflex,a,rep1,a,S,a,1496.7,1573.3,1672.5,1767.3,1898.9,2849.6,2854.7,2838.3,2888.1,3262.2,1697.3,1604.5,1512.3,1422.3,1381.4,2868.3,2770.1,2799.4,2717.2,2715.7
F07,1,VC,tamaaSaa,retroflex,a,rep2,a,S,a,1424.7,1514.4,1635.4,1674.1,1864.1,3003.8,2947.2,2926.1,2937.6,3362.4,1700.6,1605.2,1536.1,1466.8,1431.2,2858.2,2787.2,2794.2,2797.1,2820.4
F07,1,VC,tamaaSaagaa,retroflex,a,rep1,a,S,a,1485.4,1577.3,1739.3,1495.7,1301.7,2681.7,2662.6,2681.7,1881.8,2404.6,1706.1,1611.5,1528,1480.6,1455.5,2599.3,2546.7,2544.3,2489.2,2496
F07,1,VC,tamaaSaagaa,retroflex,a,rep2,a,S,a,1572.3,1650.2,1700.7,1803.1,1922.3,2800.9,2805,2850.1,3034.7,3107.5,1722.3,1627.5,1555.6,1471.1,1455,2979,2788,2815.7,2680.6,2684.5
F07,1,VC,telugubhaaSaloo,retroflex,a,rep1,a,S,a,1345,1490,1564.1,1667.7,1928.6,2714.1,2659.7,2615.1,2691.5,2528.3,1873.5,1821.7,1704.1,1642.4,1628.2,2859.8,2768.2,2684.4,2655.9,2652.7
F07,1,VC,telugubhaaSaloo,retroflex,a,rep2,a,S,a,1468.6,1431.3,1499.1,1748.9,1626.9,2700,2660.7,2626.9,2537.7,2511.2,1803.5,1750,1713.9,1662.8,1618,2614.8,2588.7,2596.2,2578.3,2575.6
F07,1,VC,tiishaaraa,palatal,i,rep1,i,sh,a,2528.9,2301.7,2402.1,2311.7,2140.6,2542.8,2472.8,2794.8,2789.2,3060.9,1784,1798.1,1759.8,1711.5,1675.6,2448.1,2636.1,2670.5,2756.3,2844.5
F07,1,VC,tiishaaraa,palatal,i,rep2,i,sh,a,2508.7,2536.1,2407.7,2301.6,1989.5,2877.5,2868.3,2808,2839.7,2982,1766.1,1769.4,1748.1,1766.6,1773.4,2205.5,2306.4,2378.2,2158.8,2256.8
F07,1,VC,uritiisi,alveolar,i,rep1,i,s,i,2566.5,2509,2449.9,2379.5,2486.5,2842.8,2899.1,2817.7,2758.4,2663.2,2364.9,2389.2,2442.2,2437.7,2449,2849.7,2887.2,2910.6,2950.9,2930.8
F07,1,VC,uritiisi,alveolar,i,rep2,i,s,i,2504,2549.7,2362.3,2239.4,2267.2,2611.3,2568,2688.5,2705.1,2626.4,2371.4,2399.5,2450.7,2428.4,2448.2,2833.4,2911.7,2918.5,2909.4,2945.8
F07,1,VC,uusindi,alveolar,u,rep1,u,s,i,862.9,1003.8,1136.1,1303,1491.1,2770.4,2771.4,2806.3,2864.2,2766.3,1904,1936.5,1948.1,1937.2,1921.7,2520.4,2579.9,2610.5,2597.3,2584.6
F07,1,VC,uusindi,alveolar,u,rep2,u,s,i,896.3,1082.9,1334.8,1452.2,1626.3,2762.5,2698.6,2822.5,2623.4,2924.8,1832.8,1890.5,1907.7,1893.7,1880.2,2608.3,2637.2,2661.9,2678.2,2692.1
F07,1,VC,vaDapoosi,alveolar,o,rep1,o,s,i,953.1,1088,1278.5,1354.7,1572.8,3123.6,3062.2,3017.3,3024.2,3128.5,2223,2327.8,2404.2,2444.9,2454.5,2810.8,2825.9,2833,2856.8,2743.8
F07,1,VC,vaDapoosi,alveolar,o,rep2,o,s,i,950,1051.4,1144.1,1333,1367.8,3021.3,2960.4,3007.2,3027,2995.8,2215.9,2296.3,2378.4,2459.8,2444.4,2787.3,2758.4,2792.2,2849.7,2910.3
F07,1,VC,veesaviloo,alveolar,e,rep1,e,s,a,2331.3,2359.1,2322.3,2275.5,2246.7,2732.6,2747.9,2725.3,2767.6,2851.2,1738.3,1733.7,1741.6,1772.1,1784.7,2962.1,2989,3008.3,2994.5,2967.6
F07,1,VC,veesaviloo,alveolar,e,rep2,e,s,a,2253.9,2271.2,2269.7,2223.4,2168.7,2769.3,2754.7,2764.4,2794.3,2907.6,1675,1687.5,1694,1709.5,1701.7,2936.8,2928.3,2909.9,2886.5,2856.3
F07,1,VC,vinyaasaalatoo,alveolar,a,rep1,a,s,a,1699,1687.6,1707.6,1693.3,1614.8,2721.3,2765.6,2895.3,2907.5,2990.2,1663.2,1674.5,1657.5,1635.7,1613.7,2949.4,2937.2,2956.2,2918.8,2878.1
F07,1,VC,vinyaasaalatoo,alveolar,a,rep2,a,s,a,1772.3,1733.4,1702.5,1670,1622.4,2079.1,2153.3,2599.6,2964.6,2979.3,1610.7,1583.2,1573.7,1561.9,1532.6,2944.6,2925.3,2888.5,2839.2,2799.3
F07,1,VC,vinyaashamu,palatal,a,rep1,a,sh,a,1442.1,1488.4,1625.3,1731.7,1826,2559.1,2638.6,2263.8,2920.3,2886.6,1705.4,1662.2,1591.5,1513.8,1419.2,2678.9,2667.3,2625.4,2623.8,2627.8
F07,1,VC,vinyaashamu,palatal,a,rep2,a,sh,a,1457.5,1553.5,1663.2,1642.8,1857,2634.8,2690.9,2739.3,2680,2860.2,1668.6,1619.3,1560.6,1514.1,1452,2818,2687.6,2628.8,2626.9,2631.9
F08,1,CV,Saaping,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1403.2,1296.9,1108.6,1063.9,1042.3,2836.4,3164,3251.5,3273.2,3359.7
F08,1,CV,Saaping,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1415.6,1266.4,1098.2,1050.5,1049,2988.6,3121,3354.6,3394.9,3372.9
F08,1,CV,Saapingu,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1282.8,1241.5,1180.3,1144.4,1171.9,3173.1,3265.2,3368,3415,3402.9
F08,1,CV,Saapingu,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1565.7,1389,1271.1,1227,1170.9,3274.3,3264.7,3370.8,3413.8,3432.8
F08,1,CV,Saapulaloo,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1782.2,1508.3,1383.8,1296.3,1278.8,3213.8,2985,3121.2,3165.5,3221.6
F08,1,CV,Saapulaloo,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1815.2,1465.6,1346.5,1368.9,1313.5,3286.8,3013.5,3044.4,3141.8,3200.5
F08,1,CV,Saapuloo,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1830.1,1448.2,1339.1,1285.4,1297,3149.9,3067.8,3088.1,3198.4,3232.5
F08,1,CV,Saapuloo,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1889.3,1735.1,1487.5,1500.9,1358,3188.5,3111.4,3094.9,3080.9,3146
F08,1,CV,Saapulooki,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1781.1,1513.9,1339.6,1308.6,1290.9,3486.9,2931.9,3046.8,3117.8,3169.6
F08,1,CV,Saapulooki,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1741.9,1558.4,1408.1,1394.6,1318.3,3231.5,3095,3108.6,3182.9,3208.5
F08,1,CV,SaapuluNTaayi,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1734.4,1387.9,1390.7,1310.7,1294.7,3313.1,3119.2,3213.2,3218.4,3266.1
F08,1,CV,SaapuluNTaayi,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1580.3,1349.5,1283.9,1214.8,1211.5,3317.4,3185.5,3285.3,3369.3,3340.5
F08,1,CV,Saapulu,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1791,1479.5,1383.1,1300.1,1323.5,3228.5,3068.8,3022.6,3092.9,3171.6
F08,1,CV,Saapulu,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1742.7,1580.1,1423.5,1296.1,1341.7,3166.5,3185.7,3223.5,3162.6,3156.5
F08,1,CV,SaarT,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1916.9,1766.4,1580.6,1531.5,1545.8,3086.2,3000.4,2983.8,2983.2,3044.5
F08,1,CV,SaarT,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,2056.5,1938.8,1842.3,1747.6,1734.1,3171.9,3043.2,3020.1,2979.2,2983.5
F08,1,CV,Saavukaarlu,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1985.4,1598.7,1398.7,1240.7,1222.7,3492.7,2941,3031.5,3031.8,3128
F08,1,CV,Saavukaarlu,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1783.7,1584.1,1500.2,1404.1,1373.7,3269.7,3107.4,3160.7,3105.2,3200.8
F08,1,CV,Saavukaaru,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1825.1,1554.1,1359.3,1395.4,1391,3389,3046.9,3011,3097.2,3111.5
F08,1,CV,Saavukaaru,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1818.7,1596.3,1403.2,1380.9,1350.5,3283.3,3101.5,3024.5,3125.4,3165.4
F08,1,CV,Saavukaaruku,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1787.5,1498.4,1395.2,1378.3,1365.6,3163,3132.1,3139.7,3220.2,3188.8
F08,1,CV,Saavukaaruku,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1772.2,1576,1386.9,1365.7,1360.6,3237.2,3135.3,3195.5,3245.9,3256.1
F08,1,CV,Saavukaarutoo,retroflex,a,rep1,NA,S,a,0,0,0,0,0,0,0,0,0,0,1774.9,1482,1278.8,1298.3,1288.1,3126.6,3313.6,3131.6,3217.6,3162.3
F08,1,CV,Saavukaarutoo,retroflex,a,rep2,NA,S,a,0,0,0,0,0,0,0,0,0,0,1771.9,1679.1,1463.1,1433.5,1409.8,3217.5,3239.3,3263,3259.8,3293.6
F08,1,CV,Seek,retroflex,e,rep1,NA,S,e,0,0,0,0,0,0,0,0,0,0,2641.8,2657.9,2721.9,2729.2,2740.4,3270.1,3275.3,3301.3,3230.8,3250.9
F08,1,CV,Seek,retroflex,e,rep2,NA,S,e,0,0,0,0,0,0,0,0,0,0,2622.3,2585.7,2474.4,2584.7,2659.4,3349,3207.5,3187.1,3199.7,3205.1
F08,1,CV,Seervaani,retroflex,e,rep1,NA,S,e,0,0,0,0,0,0,0,0,0,0,2694.8,2660,2675.5,2656.7,2588.9,3373.8,3386.2,3453.4,3385.2,3291.9
F08,1,CV,Seervaani,retroflex,e,rep2,NA,S,e,0,0,0,0,0,0,0,0,0,0,2660.3,2524.5,2449.2,2608.8,2536.9,3433.1,3114.3,3177.4,3199.8,3185.4
F08,1,CV,Siild,retroflex,i,rep1,NA,S,i,0,0,0,0,0,0,0,0,0,0,2701.7,2717.1,2734.4,2752.5,2813.7,3333.4,3296.4,3320.1,3268.2,3235.7
F08,1,CV,Siild,retroflex,i,rep2,NA,S,i,0,0,0,0,0,0,0,0,0,0,2732.1,2790.7,2781.1,2777.1,2776.8,3311.2,3350.7,3308.3,3319.2,3351.9
F08,1,CV,Siitlu,retroflex,i,rep1,NA,S,i,0,0,0,0,0,0,0,0,0,0,2758.5,2855.7,2868.6,2845.5,2792.8,3470.9,3390.7,3354.1,3232.7,3218
F08,1,CV,Siitlu,retroflex,i,rep2,NA,S,i,0,0,0,0,0,0,0,0,0,0,2813.5,2821.5,2787.9,2783.4,2756.1,3348.7,3362.9,3264.3,3156.9,3190.4
F08,1,CV,SooDaa,retroflex,o,rep1,NA,S,o,0,0,0,0,0,0,0,0,0,0,1293.1,1044.2,928,884.4,865.1,3091.2,3292.6,3248.6,3379.2,2928.6
F08,1,CV,SooDaa,retroflex,o,rep2,NA,S,o,0,0,0,0,0,0,0,0,0,0,1442.8,1161.2,1035.7,998.8,939.2,2939.9,3118.1,3286.9,3307.4,3258.7
F08,1,CV,Sooruum,retroflex,o,rep1,NA,S,o,0,0,0,0,0,0,0,0,0,0,1356.8,1154.4,966.3,918,908.1,3027.6,3195,3272.2,3308.1,3395.6
F08,1,CV,Sooruum,retroflex,o,rep2,NA,S,o,0,0,0,0,0,0,0,0,0,0,1394.7,1206.2,1066.1,1034.2,971.8,2975.2,3088,3187,3207.4,3216.4
F08,1,CV,SuuT,retroflex,u,rep1,NA,S,u,0,0,0,0,0,0,0,0,0,0,1516.4,1321.5,978.4,740.5,766.8,2973.5,3114.5,3166.2,3175.4,3168.5
F08,1,CV,SuuT,retroflex,u,rep2,NA,S,u,0,0,0,0,0,0,0,0,0,0,1478.2,1300.6,997,938.6,953,2999.7,2987.3,3047.8,3063.2,3069.8
F08,1,CV,SuuTingu,retroflex,u,rep1,NA,S,u,0,0,0,0,0,0,0,0,0,0,1328.4,1254.2,1058.9,982.3,925.5,2961.6,3126.3,3029.1,3121.2,3136.5
F08,1,CV,SuuTingu,retroflex,u,rep2,NA,S,u,0,0,0,0,0,0,0,0,0,0,1650,1211.7,903,867.2,713.7,3056.7,3063.5,3101.5,3101.8,3113.7
F08,1,CV,saadhaaranangaa,alveolar,a,rep1,NA,s,a,0,0,0,0,0,0,0,0,0,0,1705.7,1517.8,1434.8,1443,1439.2,3402.2,3410.2,3456.7,3324.7,3338.4
F08,1,CV,saadhaaranangaa,alveolar,a,rep2,NA,s,a,0,0,0,0,0,0,0,0,0,0,1694.7,1655.2,1542.3,1387.8,1434.1,3248,3332.3,3282.5,3282,3255.4
F08,1,CV,saadhanaa,alveolar,a,rep1,NA,s,a,0,0,0,0,0,0,0,0,0,0,1719,1522.2,1452.6,1445.1,1425.4,3300.6,3136.2,3091.8,3168.6,3175.1
F08,1,CV,saadhanaa,alveolar,a,rep2,NA,s,a,0,0,0,0,0,0,0,0,0,0,1701.3,1424.7,1397.9,1418.1,1309.6,3198.3,3059.6,3117.8,3183.4,3155.7
F08,1,CV,saadhincaaru,alveolar,a,rep1,NA,s,a,0,0,0,0,0,0,0,0,0,0,1817.1,1594.3,1500.6,1358.3,1280.3,3191,3118.7,3131.5,3132.7,3202.8
F08,1,CV,saadhincaaru,alveolar,a,rep2,NA,s,a,0,0,0,0,0,0,0,0,0,0,1758,1680.7,1384.7,1371.4,1414.7,3343,3303.3,3117,3198.2,3236.3
F08,1,CV,saagunu,alveolar,a,rep1,NA,s,a,0,0,0,0,0,0,0,0,0,0,1577.8,1418.6,1288.8,1345.4,1378.7,3159.2,2984.9,3068.2,3170.5,3182.2
F08,1,CV,saagunu,alveolar,a,rep2,NA,s,a,0,0,0,0,0,0,0,0,0,0,1609.8,1396.4,1340.6,1336.3,1338.2,3159.7,3232.1,3318.8,3234.5,3316.5
F08,1,CV,saahityam,alveolar,a,rep1,NA,s,a,0,0,0,0,0,0,0,0,0,0,1706.9,1500.6,1462,1462.9,1389.1,3308.4,3161.3,3129.3,3139.6,3128.3
F08,1,CV,saahityam,alveolar,a,rep2,NA,s,a,0,0,0,0,0,0,0,0,0,0,1711.2,1482.5,1440,1376.6,1337.5,3186,3052.6,3192.6,3253.8,3209.4
